date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:33:15	259944/259944	---M--	200	added ('OK')	image/jpeg	etag:%222282391-3f768-5a3e2477f1340%22	https://bendarby.co.uk/assets/img/bluehealth-main.jpg	D:/NEW/ew4few/bendarby.co.uk/assets/img/bluehealth-main.jpg	(from https://bendarby.co.uk/work/bluehealth/)
14:33:22	537702/537702	---M--	200	added ('OK')	image/jpeg	etag:%222282392-83466-5a3e2477f1340%22	https://bendarby.co.uk/assets/img/bluehealth-preview.jpg	D:/NEW/ew4few/bendarby.co.uk/assets/img/bluehealth-preview.jpg	(from https://bendarby.co.uk/work/bluehealth/)
14:33:22	650917/650917	---M--	200	added ('OK')	image/jpeg	etag:%22228238d-9eea5-5a3e2477f1340%22	https://bendarby.co.uk/assets/img/bluehealth-full.jpg	D:/NEW/ew4few/bendarby.co.uk/assets/img/bluehealth-full.jpg	(from https://bendarby.co.uk/work/bluehealth/)
14:33:22	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2009:03:22%20GMT	https://bendarby.co.uk/work/bluehealth/js/vendor/jquery-2.1.4.min.js	D:/NEW/ew4few/bendarby.co.uk/work/bluehealth/js/vendor/jquery-2.1.4.min.5e.delayed	(from https://bendarby.co.uk/work/bluehealth/)
14:33:23	514246/514246	---M--	200	added ('OK')	image/png	etag:%22228238b-7d8c6-5a3e2476fd100%22	https://bendarby.co.uk/assets/img/bh-mobile.png	D:/NEW/ew4few/bendarby.co.uk/assets/img/bh-mobile.png	(from https://bendarby.co.uk/work/bluehealth/)
14:33:24	299030/299030	---M--	200	added ('OK')	image/jpeg	etag:%2222823b7-49016-5a46b47866800%22	https://bendarby.co.uk/assets/img/hae-main.jpg	D:/NEW/ew4few/bendarby.co.uk/assets/img/hae-main.jpg	(from https://bendarby.co.uk/work/hae/)
14:33:25	757917/757917	---M--	200	added ('OK')	image/png	etag:%22228238c-b909d-5a3e2476fd100%22	https://bendarby.co.uk/assets/img/bh-mobile-2.png	D:/NEW/ew4few/bendarby.co.uk/assets/img/bh-mobile-2.png	(from https://bendarby.co.uk/work/bluehealth/)
14:33:26	134114/134114	---M--	200	added ('OK')	image/png	etag:%2222823b8-20be2-5a3e2d2e96200%22	https://bendarby.co.uk/assets/img/hae-mobile-2.png	D:/NEW/ew4few/bendarby.co.uk/assets/img/hae-mobile-2.png	(from https://bendarby.co.uk/work/hae/)
14:33:26	155825/155825	---M--	200	added ('OK')	image/png	etag:%2222823b9-260b1-5a3e2d2e96200%22	https://bendarby.co.uk/assets/img/hae-mobile.png	D:/NEW/ew4few/bendarby.co.uk/assets/img/hae-mobile.png	(from https://bendarby.co.uk/work/hae/)
14:33:26	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2009:03:26%20GMT	https://bendarby.co.uk/work/hae/js/vendor/jquery-2.1.4.min.js	D:/NEW/ew4few/bendarby.co.uk/work/hae/js/vendor/jquery-2.1.4.min.js	(from https://bendarby.co.uk/work/hae/)
